scenario,T,TECH,TYPE,F,value
S4,T0931,ARC,BP,municipal waste,47.008226950354604
S4,T0931,ARGO5,BP,municipal waste,11.05511811023622
S4,T0931,ARGO6,BP,municipal waste,16.072488335925346
S4,T0931,KKV7,BP,wood chips,8.46
S4,T0931,KKV8,BP,wood chips,14.010108303249098
S4,T0931,VF5,BP,municipal waste,10.204481546572937
S4,T0931,VF6,BP,municipal waste,20.143502454991815
S4,T0932,AMV1,BP,wood pellets,68.77317351408065
S4,T0932,AMV4,BP,wood chips,149.86407053637032
S4,T0932,ARC,BP,municipal waste,47.008226950354604
S4,T0932,ARGO5,BP,municipal waste,11.05511811023622
S4,T0932,ARGO6,BP,municipal waste,16.072488335925346
S4,T0932,KKV7,BP,wood chips,8.46
S4,T0932,KKV8,BP,wood chips,14.010108303249098
S4,T0932,VF5,BP,municipal waste,10.204481546572937
S4,T0932,VF6,BP,municipal waste,20.143502454991815
S4,T0933,AMV1,BP,wood pellets,65.43717351408065
S4,T0933,AMV4,BP,wood chips,149.86407053637032
S4,T0933,ARC,BP,municipal waste,47.008226950354604
S4,T0933,ARGO5,BP,municipal waste,11.05511811023622
S4,T0933,ARGO6,BP,municipal waste,16.072488335925346
S4,T0933,KKV7,BP,wood chips,8.46
S4,T0933,KKV8,BP,wood chips,14.010108303249098
S4,T0933,VF5,BP,municipal waste,10.204481546572937
S4,T0933,VF6,BP,municipal waste,20.143502454991815
S4,T0934,AMV1,BP,wood pellets,44.86517351408066
S4,T0934,AMV4,BP,wood chips,149.86407053637032
S4,T0934,ARC,BP,municipal waste,47.008226950354604
S4,T0934,ARGO5,BP,municipal waste,11.05511811023622
S4,T0934,ARGO6,BP,municipal waste,16.072488335925346
S4,T0934,KKV7,BP,wood chips,8.46
S4,T0934,KKV8,BP,wood chips,14.010108303249098
S4,T0934,VF5,BP,municipal waste,10.204481546572937
S4,T0934,VF6,BP,municipal waste,20.143502454991815
S4,T0935,AMV1,BP,wood pellets,35.12614407408067
S4,T0935,AMV4,BP,wood chips,149.86407053637032
S4,T0935,ARC,BP,municipal waste,47.008226950354604
S4,T0935,ARGO5,BP,municipal waste,11.05511811023622
S4,T0935,ARGO6,BP,municipal waste,16.072488335925346
S4,T0935,KKV7,BP,wood chips,8.46
S4,T0935,KKV8,BP,wood chips,14.010108303249098
S4,T0935,VF5,BP,municipal waste,10.204481546572937
S4,T0935,VF6,BP,municipal waste,20.143502454991815
S4,T0936,AMV1,BP,wood pellets,23.163114634080664
S4,T0936,AMV4,BP,wood chips,149.86407053637032
S4,T0936,ARC,BP,municipal waste,47.008226950354604
S4,T0936,ARGO5,BP,municipal waste,11.05511811023622
S4,T0936,ARGO6,BP,municipal waste,16.072488335925346
S4,T0936,KKV7,BP,wood chips,8.46
S4,T0936,KKV8,BP,wood chips,14.010108303249098
S4,T0936,VF5,BP,municipal waste,10.204481546572937
S4,T0936,VF6,BP,municipal waste,20.143502454991815
S4,T0937,AMV1,BP,wood pellets,28.436085194080672
S4,T0937,AMV4,BP,wood chips,149.86407053637032
S4,T0937,ARC,BP,municipal waste,47.008226950354604
S4,T0937,ARGO5,BP,municipal waste,11.05511811023622
S4,T0937,ARGO6,BP,municipal waste,16.072488335925346
S4,T0937,KKV7,BP,wood chips,8.46
S4,T0937,KKV8,BP,wood chips,14.010108303249098
S4,T0937,VF5,BP,municipal waste,10.204481546572937
S4,T0937,VF6,BP,municipal waste,20.143502454991815
S4,T0938,AMV1,BP,wood pellets,30.382085194080673
S4,T0938,AMV4,BP,wood chips,149.86407053637032
S4,T0938,ARC,BP,municipal waste,47.008226950354604
S4,T0938,ARGO5,BP,municipal waste,11.05511811023622
S4,T0938,ARGO6,BP,municipal waste,16.072488335925346
S4,T0938,KKV7,BP,wood chips,8.46
S4,T0938,KKV8,BP,wood chips,14.010108303249098
S4,T0938,VF5,BP,municipal waste,10.204481546572937
S4,T0938,VF6,BP,municipal waste,20.143502454991815
S4,T0939,AMV1,BP,wood pellets,34.28311463408066
S4,T0939,AMV4,BP,wood chips,149.86407053637032
S4,T0939,ARC,BP,municipal waste,47.008226950354604
S4,T0939,ARGO5,BP,municipal waste,11.05511811023622
S4,T0939,ARGO6,BP,municipal waste,16.072488335925346
S4,T0939,KKV7,BP,wood chips,8.46
S4,T0939,KKV8,BP,wood chips,14.010108303249098
S4,T0939,VF5,BP,municipal waste,10.204481546572937
S4,T0939,VF6,BP,municipal waste,20.143502454991815
S4,T0940,AMV1,BP,wood pellets,33.449114634080665
S4,T0940,AMV4,BP,wood chips,149.86407053637032
S4,T0940,ARC,BP,municipal waste,47.008226950354604
S4,T0940,ARGO5,BP,municipal waste,11.05511811023622
S4,T0940,ARGO6,BP,municipal waste,16.072488335925346
S4,T0940,KKV7,BP,wood chips,8.46
S4,T0940,KKV8,BP,wood chips,14.010108303249098
S4,T0940,VF5,BP,municipal waste,10.204481546572937
S4,T0940,VF6,BP,municipal waste,20.143502454991815
S4,T0941,AMV1,BP,wood pellets,37.08117351408065
S4,T0941,AMV4,BP,wood chips,149.86407053637032
S4,T0941,ARC,BP,municipal waste,47.008226950354604
S4,T0941,ARGO5,BP,municipal waste,11.05511811023622
S4,T0941,ARGO6,BP,municipal waste,16.072488335925346
S4,T0941,KKV7,BP,wood chips,8.46
S4,T0941,KKV8,BP,wood chips,14.010108303249098
S4,T0941,VF5,BP,municipal waste,10.204481546572937
S4,T0941,VF6,BP,municipal waste,20.143502454991815
S4,T0942,AMV1,BP,wood pellets,50.138144074080664
S4,T0942,AMV4,BP,wood chips,149.86407053637032
S4,T0942,ARC,BP,municipal waste,47.008226950354604
S4,T0942,ARGO5,BP,municipal waste,11.05511811023622
S4,T0942,ARGO6,BP,municipal waste,16.072488335925346
S4,T0942,KKV7,BP,wood chips,8.46
S4,T0942,KKV8,BP,wood chips,14.010108303249098
S4,T0942,VF5,BP,municipal waste,10.204481546572937
S4,T0942,VF6,BP,municipal waste,20.143502454991815
S4,T0943,AMV1,BP,wood pellets,56.25414407408067
S4,T0943,AMV4,BP,wood chips,149.86407053637032
S4,T0943,ARC,BP,municipal waste,47.008226950354604
S4,T0943,ARGO5,BP,municipal waste,11.05511811023622
S4,T0943,ARGO6,BP,municipal waste,16.072488335925346
S4,T0943,KKV7,BP,wood chips,8.46
S4,T0943,KKV8,BP,wood chips,14.010108303249098
S4,T0943,VF5,BP,municipal waste,10.204481546572937
S4,T0943,VF6,BP,municipal waste,20.143502454991815
S4,T0944,AMV1,BP,wood pellets,70.15414407408066
S4,T0944,AMV4,BP,wood chips,149.86407053637032
S4,T0944,ARC,BP,municipal waste,47.008226950354604
S4,T0944,ARGO5,BP,municipal waste,11.05511811023622
S4,T0944,ARGO6,BP,municipal waste,16.072488335925346
S4,T0944,KKV7,BP,wood chips,8.46
S4,T0944,KKV8,BP,wood chips,14.010108303249098
S4,T0944,VF5,BP,municipal waste,10.204481546572937
S4,T0944,VF6,BP,municipal waste,20.143502454991815
S4,T0945,AMV1,BP,wood pellets,71.81311463408066
S4,T0945,AMV4,BP,wood chips,149.86407053637032
S4,T0945,ARC,BP,municipal waste,47.008226950354604
S4,T0945,ARGO5,BP,municipal waste,11.05511811023622
S4,T0945,ARGO6,BP,municipal waste,16.072488335925346
S4,T0945,KKV7,BP,wood chips,8.46
S4,T0945,KKV8,BP,wood chips,14.010108303249098
S4,T0945,VF5,BP,municipal waste,10.204481546572937
S4,T0945,VF6,BP,municipal waste,20.143502454991815
S4,T0946,AMV1,BP,wood pellets,71.80408519408067
S4,T0946,AMV4,BP,wood chips,149.86407053637032
S4,T0946,ARC,BP,municipal waste,47.008226950354604
S4,T0946,ARGO5,BP,municipal waste,11.05511811023622
S4,T0946,ARGO6,BP,municipal waste,16.072488335925346
S4,T0946,KKV7,BP,wood chips,8.46
S4,T0946,KKV8,BP,wood chips,14.010108303249098
S4,T0946,VF5,BP,municipal waste,10.204481546572937
S4,T0946,VF6,BP,municipal waste,20.143502454991815
S4,T0947,AMV1,BP,wood pellets,72.44532081377153
S4,T0947,AMV4,BP,wood chips,149.86407053637032
S4,T0947,ARC,BP,municipal waste,47.008226950354604
S4,T0947,ARGO5,BP,municipal waste,11.05511811023622
S4,T0947,ARGO6,BP,municipal waste,16.072488335925346
S4,T0947,KKV7,BP,wood chips,8.46
S4,T0947,KKV8,BP,wood chips,14.010108303249098
S4,T0947,VF5,BP,municipal waste,10.204481546572937
S4,T0947,VF6,BP,municipal waste,20.143502454991815
S4,T0948,AMV1,BP,wood pellets,72.44532081377153
S4,T0948,AMV4,BP,wood chips,149.86407053637032
S4,T0948,ARC,BP,municipal waste,47.008226950354604
S4,T0948,ARGO5,BP,municipal waste,11.05511811023622
S4,T0948,ARGO6,BP,municipal waste,16.072488335925346
S4,T0948,KKV7,BP,wood chips,8.46
S4,T0948,KKV8,BP,wood chips,14.010108303249098
S4,T0948,VF5,BP,municipal waste,10.204481546572937
S4,T0948,VF6,BP,municipal waste,20.143502454991815
S4,T0949,AMV1,BP,wood pellets,70.95202631408065
S4,T0949,AMV4,BP,wood chips,149.86407053637032
S4,T0949,ARC,BP,municipal waste,47.008226950354604
S4,T0949,ARGO5,BP,municipal waste,11.05511811023622
S4,T0949,ARGO6,BP,municipal waste,16.072488335925346
S4,T0949,KKV7,BP,wood chips,8.46
S4,T0949,KKV8,BP,wood chips,14.010108303249098
S4,T0949,VF5,BP,municipal waste,10.204481546572937
S4,T0949,VF6,BP,municipal waste,20.143502454991815
S4,T0950,AMV1,BP,wood pellets,72.44532081377153
S4,T0950,AMV4,BP,wood chips,149.86407053637032
S4,T0950,ARC,BP,municipal waste,47.008226950354604
S4,T0950,ARGO5,BP,municipal waste,11.05511811023622
S4,T0950,ARGO6,BP,municipal waste,16.072488335925346
S4,T0950,KKV7,BP,wood chips,8.46
S4,T0950,KKV8,BP,wood chips,14.010108303249098
S4,T0950,VF5,BP,municipal waste,10.204481546572937
S4,T0950,VF6,BP,municipal waste,20.143502454991815
S4,T0951,AMV1,BP,wood pellets,72.44532081377153
S4,T0951,AMV4,BP,wood chips,149.86407053637032
S4,T0951,ARC,BP,municipal waste,47.008226950354604
S4,T0951,ARGO5,BP,municipal waste,11.05511811023622
S4,T0951,ARGO6,BP,municipal waste,16.072488335925346
S4,T0951,KKV7,BP,wood chips,8.46
S4,T0951,KKV8,BP,wood chips,14.010108303249098
S4,T0951,VF5,BP,municipal waste,10.204481546572937
S4,T0951,VF6,BP,municipal waste,20.143502454991815
S4,T0952,AMV1,BP,wood pellets,55.93099687408067
S4,T0952,AMV4,BP,wood chips,149.86407053637032
S4,T0952,ARC,BP,municipal waste,47.008226950354604
S4,T0952,ARGO5,BP,municipal waste,11.05511811023622
S4,T0952,ARGO6,BP,municipal waste,16.072488335925346
S4,T0952,KKV7,BP,wood chips,8.46
S4,T0952,KKV8,BP,wood chips,14.010108303249098
S4,T0952,VF5,BP,municipal waste,10.204481546572937
S4,T0952,VF6,BP,municipal waste,20.143502454991815
S4,T0953,AMV1,BP,wood pellets,43.949908554080665
S4,T0953,AMV4,BP,wood chips,149.86407053637032
S4,T0953,ARC,BP,municipal waste,47.008226950354604
S4,T0953,ARGO5,BP,municipal waste,11.05511811023622
S4,T0953,ARGO6,BP,municipal waste,16.072488335925346
S4,T0953,KKV7,BP,wood chips,8.46
S4,T0953,KKV8,BP,wood chips,14.010108303249098
S4,T0953,VF5,BP,municipal waste,10.204481546572937
S4,T0953,VF6,BP,municipal waste,20.143502454991815
S4,T0954,AMV1,BP,wood pellets,40.05790855408067
S4,T0954,AMV4,BP,wood chips,149.86407053637032
S4,T0954,ARC,BP,municipal waste,47.008226950354604
S4,T0954,ARGO5,BP,municipal waste,11.05511811023622
S4,T0954,ARGO6,BP,municipal waste,16.072488335925346
S4,T0954,KKV7,BP,wood chips,8.46
S4,T0954,KKV8,BP,wood chips,14.010108303249098
S4,T0954,VF5,BP,municipal waste,10.204481546572937
S4,T0954,VF6,BP,municipal waste,20.143502454991815
S4,T0955,AMV1,BP,wood pellets,62.56687911408066
S4,T0955,AMV4,BP,wood chips,149.86407053637032
S4,T0955,ARC,BP,municipal waste,47.008226950354604
S4,T0955,ARGO5,BP,municipal waste,11.05511811023622
S4,T0955,ARGO6,BP,municipal waste,16.072488335925346
S4,T0955,KKV7,BP,wood chips,8.46
S4,T0955,KKV8,BP,wood chips,14.010108303249098
S4,T0955,VF5,BP,municipal waste,10.204481546572937
S4,T0955,VF6,BP,municipal waste,20.143502454991815
S4,T0956,AMV1,BP,wood pellets,61.17687911408066
S4,T0956,AMV4,BP,wood chips,149.86407053637032
S4,T0956,ARC,BP,municipal waste,47.008226950354604
S4,T0956,ARGO5,BP,municipal waste,11.05511811023622
S4,T0956,ARGO6,BP,municipal waste,16.072488335925346
S4,T0956,KKV7,BP,wood chips,8.46
S4,T0956,KKV8,BP,wood chips,14.010108303249098
S4,T0956,VF5,BP,municipal waste,10.204481546572937
S4,T0956,VF6,BP,municipal waste,20.143502454991815
S4,T0957,AMV1,BP,wood pellets,46.72087911408066
S4,T0957,AMV4,BP,wood chips,149.86407053637032
S4,T0957,ARC,BP,municipal waste,47.008226950354604
S4,T0957,ARGO5,BP,municipal waste,11.05511811023622
S4,T0957,ARGO6,BP,municipal waste,16.072488335925346
S4,T0957,KKV7,BP,wood chips,8.46
S4,T0957,KKV8,BP,wood chips,14.010108303249098
S4,T0957,VF5,BP,municipal waste,10.204481546572937
S4,T0957,VF6,BP,municipal waste,20.143502454991815
S4,T0958,AMV1,BP,wood pellets,24.480879114080665
S4,T0958,AMV4,BP,wood chips,149.86407053637032
S4,T0958,ARC,BP,municipal waste,47.008226950354604
S4,T0958,ARGO5,BP,municipal waste,11.05511811023622
S4,T0958,ARGO6,BP,municipal waste,16.072488335925346
S4,T0958,KKV7,BP,wood chips,8.46
S4,T0958,KKV8,BP,wood chips,14.010108303249098
S4,T0958,VF5,BP,municipal waste,10.204481546572937
S4,T0958,VF6,BP,municipal waste,20.143502454991815
S4,T0959,AMV1,BP,wood pellets,23.906820234080666
S4,T0959,AMV4,BP,wood chips,149.86407053637032
S4,T0959,ARC,BP,municipal waste,47.008226950354604
S4,T0959,ARGO5,BP,municipal waste,11.05511811023622
S4,T0959,ARGO6,BP,municipal waste,16.072488335925346
S4,T0959,KKV7,BP,wood chips,8.46
S4,T0959,KKV8,BP,wood chips,14.010108303249098
S4,T0959,VF5,BP,municipal waste,10.204481546572937
S4,T0959,VF6,BP,municipal waste,20.143502454991815
S4,T0960,AMV1,BP,wood pellets,21.431908554080668
S4,T0960,AMV4,BP,wood chips,149.86407053637032
S4,T0960,ARC,BP,municipal waste,47.008226950354604
S4,T0960,ARGO5,BP,municipal waste,11.05511811023622
S4,T0960,ARGO6,BP,municipal waste,16.072488335925346
S4,T0960,KKV7,BP,wood chips,8.46
S4,T0960,KKV8,BP,wood chips,14.010108303249098
S4,T0960,VF5,BP,municipal waste,10.204481546572937
S4,T0960,VF6,BP,municipal waste,20.143502454991815
S4,T0961,AMV1,BP,wood pellets,13.100937994080658
S4,T0961,AMV4,BP,wood chips,149.86407053637032
S4,T0961,ARC,BP,municipal waste,47.008226950354604
S4,T0961,ARGO5,BP,municipal waste,11.05511811023622
S4,T0961,ARGO6,BP,municipal waste,16.072488335925346
S4,T0961,KKV7,BP,wood chips,8.46
S4,T0961,KKV8,BP,wood chips,14.010108303249098
S4,T0961,VF5,BP,municipal waste,10.204481546572937
S4,T0961,VF6,BP,municipal waste,20.143502454991815
S4,T0962,AMV1,BP,wood pellets,0.581908554080663
S4,T0962,AMV4,BP,wood chips,149.86407053637032
S4,T0962,ARC,BP,municipal waste,47.008226950354604
S4,T0962,ARGO5,BP,municipal waste,11.05511811023622
S4,T0962,ARGO6,BP,municipal waste,16.072488335925346
S4,T0962,KKV7,BP,wood chips,8.46
S4,T0962,KKV8,BP,wood chips,14.010108303249098
S4,T0962,VF5,BP,municipal waste,10.204481546572937
S4,T0962,VF6,BP,municipal waste,20.143502454991815
S4,T0963,AMV1,BP,wood pellets,10.580879114080663
S4,T0963,AMV4,BP,wood chips,149.86407053637032
S4,T0963,ARC,BP,municipal waste,47.008226950354604
S4,T0963,ARGO5,BP,municipal waste,11.05511811023622
S4,T0963,ARGO6,BP,municipal waste,16.072488335925346
S4,T0963,KKV7,BP,wood chips,8.46
S4,T0963,KKV8,BP,wood chips,14.010108303249098
S4,T0963,VF5,BP,municipal waste,10.204481546572937
S4,T0963,VF6,BP,municipal waste,20.143502454991815
S4,T0964,AMV1,BP,wood pellets,33.68196743408067
S4,T0964,AMV4,BP,wood chips,149.86407053637032
S4,T0964,ARC,BP,municipal waste,47.008226950354604
S4,T0964,ARGO5,BP,municipal waste,11.05511811023622
S4,T0964,ARGO6,BP,municipal waste,16.072488335925346
S4,T0964,KKV7,BP,wood chips,8.46
S4,T0964,KKV8,BP,wood chips,14.010108303249098
S4,T0964,VF5,BP,municipal waste,10.204481546572937
S4,T0964,VF6,BP,municipal waste,20.143502454991815
S4,T0965,AMV1,BP,wood pellets,51.22305575408067
S4,T0965,AMV4,BP,wood chips,149.86407053637032
S4,T0965,ARC,BP,municipal waste,47.008226950354604
S4,T0965,ARGO5,BP,municipal waste,11.05511811023622
S4,T0965,ARGO6,BP,municipal waste,16.072488335925346
S4,T0965,KKV7,BP,wood chips,8.46
S4,T0965,KKV8,BP,wood chips,14.010108303249098
S4,T0965,VF5,BP,municipal waste,10.204481546572937
S4,T0965,VF6,BP,municipal waste,20.143502454991815
S4,T0966,AMV1,BP,wood pellets,70.96105575408066
S4,T0966,AMV4,BP,wood chips,149.86407053637032
S4,T0966,ARC,BP,municipal waste,47.008226950354604
S4,T0966,ARGO5,BP,municipal waste,11.05511811023622
S4,T0966,ARGO6,BP,municipal waste,16.072488335925346
S4,T0966,KKV7,BP,wood chips,8.46
S4,T0966,KKV8,BP,wood chips,14.010108303249098
S4,T0966,VF5,BP,municipal waste,10.204481546572937
S4,T0966,VF6,BP,municipal waste,20.143502454991815
S4,T0967,AMV1,BP,wood pellets,72.44532081377153
S4,T0967,AMV4,BP,wood chips,149.86407053637032
S4,T0967,ARC,BP,municipal waste,47.008226950354604
S4,T0967,ARGO5,BP,municipal waste,11.05511811023622
S4,T0967,ARGO6,BP,municipal waste,16.072488335925346
S4,T0967,KKV7,BP,wood chips,8.46
S4,T0967,KKV8,BP,wood chips,14.010108303249098
S4,T0967,VF5,BP,municipal waste,10.204481546572937
S4,T0967,VF6,BP,municipal waste,20.143502454991815
S4,T0968,AMV1,BP,wood pellets,72.44532081377153
S4,T0968,AMV4,BP,wood chips,149.86407053637032
S4,T0968,ARC,BP,municipal waste,47.008226950354604
S4,T0968,ARGO5,BP,municipal waste,11.05511811023622
S4,T0968,ARGO6,BP,municipal waste,16.072488335925346
S4,T0968,KKV7,BP,wood chips,8.46
S4,T0968,KKV8,BP,wood chips,14.010108303249098
S4,T0968,VF5,BP,municipal waste,10.204481546572937
S4,T0968,VF6,BP,municipal waste,20.143502454991815
S4,T0969,AMV1,BP,wood pellets,72.44532081377153
S4,T0969,AMV4,BP,wood chips,149.86407053637032
S4,T0969,ARC,BP,municipal waste,47.008226950354604
S4,T0969,ARGO5,BP,municipal waste,11.05511811023622
S4,T0969,ARGO6,BP,municipal waste,16.072488335925346
S4,T0969,KKV7,BP,wood chips,8.46
S4,T0969,KKV8,BP,wood chips,14.010108303249098
S4,T0969,VF5,BP,municipal waste,10.204481546572937
S4,T0969,VF6,BP,municipal waste,20.143502454991815
S4,T0970,AMV1,BP,wood pellets,70.71014407408067
S4,T0970,AMV4,BP,wood chips,149.86407053637032
S4,T0970,ARC,BP,municipal waste,47.008226950354604
S4,T0970,ARGO5,BP,municipal waste,11.05511811023622
S4,T0970,ARGO6,BP,municipal waste,16.072488335925346
S4,T0970,KKV7,BP,wood chips,8.46
S4,T0970,KKV8,BP,wood chips,14.010108303249098
S4,T0970,VF5,BP,municipal waste,10.204481546572937
S4,T0970,VF6,BP,municipal waste,20.143502454991815
S4,T0971,AMV1,BP,wood pellets,49.28608519408067
S4,T0971,AMV4,BP,wood chips,149.86407053637032
S4,T0971,ARC,BP,municipal waste,47.008226950354604
S4,T0971,ARGO5,BP,municipal waste,11.05511811023622
S4,T0971,ARGO6,BP,municipal waste,16.072488335925346
S4,T0971,KKV7,BP,wood chips,8.46
S4,T0971,KKV8,BP,wood chips,14.010108303249098
S4,T0971,VF5,BP,municipal waste,10.204481546572937
S4,T0971,VF6,BP,municipal waste,20.143502454991815
S4,T0972,AMV1,BP,wood pellets,50.08396743408066
S4,T0972,AMV4,BP,wood chips,149.86407053637032
S4,T0972,ARC,BP,municipal waste,47.008226950354604
S4,T0972,ARGO5,BP,municipal waste,11.05511811023622
S4,T0972,ARGO6,BP,municipal waste,16.072488335925346
S4,T0972,KKV7,BP,wood chips,8.46
S4,T0972,KKV8,BP,wood chips,14.010108303249098
S4,T0972,VF5,BP,municipal waste,10.204481546572937
S4,T0972,VF6,BP,municipal waste,20.143502454991815
S4,T0973,AMV1,BP,wood pellets,72.44532081377153
S4,T0973,AMV4,BP,wood chips,149.86407053637032
S4,T0973,ARC,BP,municipal waste,47.008226950354604
S4,T0973,ARGO5,BP,municipal waste,11.05511811023622
S4,T0973,ARGO6,BP,municipal waste,16.072488335925346
S4,T0973,KKV7,BP,wood chips,8.46
S4,T0973,KKV8,BP,wood chips,14.010108303249098
S4,T0973,VF5,BP,municipal waste,10.204481546572937
S4,T0973,VF6,BP,municipal waste,20.143502454991815
S4,T0974,AMV1,BP,wood pellets,72.44532081377153
S4,T0974,AMV4,BP,wood chips,149.86407053637032
S4,T0974,ARC,BP,municipal waste,47.008226950354604
S4,T0974,ARGO5,BP,municipal waste,11.05511811023622
S4,T0974,ARGO6,BP,municipal waste,16.072488335925346
S4,T0974,KKV7,BP,wood chips,8.46
S4,T0974,KKV8,BP,wood chips,14.010108303249098
S4,T0974,VF5,BP,municipal waste,10.204481546572937
S4,T0974,VF6,BP,municipal waste,20.143502454991815
S4,T0975,AMV1,BP,wood pellets,72.44532081377153
S4,T0975,AMV4,BP,wood chips,149.86407053637032
S4,T0975,ARC,BP,municipal waste,47.008226950354604
S4,T0975,ARGO5,BP,municipal waste,11.05511811023622
S4,T0975,ARGO6,BP,municipal waste,16.072488335925346
S4,T0975,KKV7,BP,wood chips,8.46
S4,T0975,KKV8,BP,wood chips,14.010108303249098
S4,T0975,VF5,BP,municipal waste,10.204481546572937
S4,T0975,VF6,BP,municipal waste,20.143502454991815
S4,T0976,AMV1,BP,wood pellets,72.44532081377153
S4,T0976,AMV4,BP,wood chips,149.86407053637032
S4,T0976,ARC,BP,municipal waste,47.008226950354604
S4,T0976,ARGO5,BP,municipal waste,11.05511811023622
S4,T0976,ARGO6,BP,municipal waste,16.072488335925346
S4,T0976,KKV7,BP,wood chips,8.46
S4,T0976,KKV8,BP,wood chips,14.010108303249098
S4,T0976,VF5,BP,municipal waste,10.204481546572937
S4,T0976,VF6,BP,municipal waste,20.143502454991815
S4,T0977,AMV1,BP,wood pellets,72.44532081377153
S4,T0977,AMV4,BP,wood chips,149.86407053637032
S4,T0977,ARC,BP,municipal waste,47.008226950354604
S4,T0977,ARGO5,BP,municipal waste,11.05511811023622
S4,T0977,ARGO6,BP,municipal waste,16.072488335925346
S4,T0977,KKV7,BP,wood chips,8.46
S4,T0977,KKV8,BP,wood chips,14.010108303249098
S4,T0977,VF5,BP,municipal waste,10.204481546572937
S4,T0977,VF6,BP,municipal waste,20.143502454991815
S4,T0978,AMV1,BP,wood pellets,72.44532081377153
S4,T0978,AMV4,BP,wood chips,149.86407053637032
S4,T0978,ARC,BP,municipal waste,47.008226950354604
S4,T0978,ARGO5,BP,municipal waste,11.05511811023622
S4,T0978,ARGO6,BP,municipal waste,16.072488335925346
S4,T0978,KKV7,BP,wood chips,8.46
S4,T0978,KKV8,BP,wood chips,14.010108303249098
S4,T0978,VF5,BP,municipal waste,10.204481546572937
S4,T0978,VF6,BP,municipal waste,20.143502454991815
S4,T0979,AMV1,BP,wood pellets,72.44532081377153
S4,T0979,AMV4,BP,wood chips,149.86407053637032
S4,T0979,ARC,BP,municipal waste,47.008226950354604
S4,T0979,ARGO5,BP,municipal waste,11.05511811023622
S4,T0979,ARGO6,BP,municipal waste,16.072488335925346
S4,T0979,KKV7,BP,wood chips,8.46
S4,T0979,KKV8,BP,wood chips,14.010108303249098
S4,T0979,VF5,BP,municipal waste,10.204481546572937
S4,T0979,VF6,BP,municipal waste,20.143502454991815
